date,username,tweet,keyword,Normalisasi,TOKENIZATION,STOP_REMOVAL,STEMMED
2022-06-28 03:24:21+00:00,Fans_of_Conan,seseorang yang menindas yang lemah karena tidak bisa menang melawan yang kuat  lebih pantas disebut pengecut   ishida   bleach  animequote,pengecut,seseorang yang menindas yang lemah karena tidak bisa menang melawan yang kuat lebih pantas disebut pengecut ishida bleach animequote,"['seseorang', 'yang', 'menindas', 'yang', 'lemah', 'karena', 'tidak', 'bisa', 'menang', 'melawan', 'yang', 'kuat', 'lebih', 'pantas', 'disebut', 'pengecut', 'ishida', 'bleach', 'animequote']","['menindas', 'lemah', 'menang', 'melawan', 'kuat', 'pengecut', 'ishida', 'bleach', 'animequote']",tindas lemah menang lawan kuat kecut ishida bleach animequote
2022-06-28 03:18:36+00:00,ekoperasetyo, kkb pengecut   berani sama yg ga punya senjata,pengecut,kkb pengecut berani sama yang tidak punya senjata,"['kkb', 'pengecut', 'berani', 'sama', 'yang', 'tidak', 'punya', 'senjata']","['kkb', 'pengecut', 'berani', 'senjata']",kkb kecut berani senjata
2022-06-28 03:18:32+00:00,ekoperasetyo, kkb pengecut   berani sama yg ga punya senjata,pengecut,kkb pengecut berani sama yang tidak punya senjata,"['kkb', 'pengecut', 'berani', 'sama', 'yang', 'tidak', 'punya', 'senjata']","['kkb', 'pengecut', 'berani', 'senjata']",kkb kecut berani senjata
2022-06-28 03:16:59+00:00,RahmanKhairr,lepas tengok filem mat kilau ni  makin aku sedar kekayaan yang british kecapi sekarang pastinya mostly daripada apa  ,pengecut,lepas tengok filem mat kilau ni makin aku sedar kekayaan yang british kecapi sekarang pastinya mostly daripada apa,"['lepas', 'tengok', 'filem', 'mat', 'kilau', 'ni', 'makin', 'aku', 'sedar', 'kekayaan', 'yang', 'british', 'kecapi', 'sekarang', 'pastinya', 'mostly', 'daripada', 'apa']","['lepas', 'tengok', 'filem', 'mat', 'kilau', 'ni', 'sedar', 'kekayaan', 'british', 'kecapi', 'pastinya', 'mostly']",lepas tengok filem mat kilau ni dar kaya british kecapi pasti mostly
2022-06-28 03:09:58+00:00,jgndiliat_,wkekw siapa pengecut ini,pengecut,wkekw siapa pengecut ini,"['wkekw', 'siapa', 'pengecut', 'ini']","['wkekw', 'pengecut']",wkekw kecut
2022-06-28 03:06:56+00:00,yhanikim, orang bisa menjadi pengecut krna dia memiliki seseorang yang harus dia lindungi   sungkyunkwan scandal ,pengecut,orang bisa menjadi pengecut karena dia memiliki seseorang yang harus dia lindungi sungkyunkwan scandal,"['orang', 'bisa', 'menjadi', 'pengecut', 'karena', 'dia', 'memiliki', 'seseorang', 'yang', 'harus', 'dia', 'lindungi', 'sungkyunkwan', 'scandal']","['orang', 'pengecut', 'memiliki', 'lindungi', 'sungkyunkwan', 'scandal']",orang kecut milik lindung sungkyunkwan scandal
2022-06-28 03:06:47+00:00,SitiBadriahAh, lelaki buat wanita nangis  itu lelaki pengecut     lelaki dibuat nangis wanita  itu lelaki cemen    nggak adil ya   d,pengecut,lelaki buat wanita nangis itu lelaki pengecut lelaki dibuat nangis wanita itu lelaki cemen tidak adil ya d,"['lelaki', 'buat', 'wanita', 'nangis', 'itu', 'lelaki', 'pengecut', 'lelaki', 'dibuat', 'nangis', 'wanita', 'itu', 'lelaki', 'cemen', 'tidak', 'adil', 'ya', 'd']","['lelaki', 'wanita', 'nangis', 'lelaki', 'pengecut', 'lelaki', 'nangis', 'wanita', 'lelaki', 'cemen', 'adil', 'd']",lelaki wanita nang lelaki kecut lelaki nang wanita lelaki cemen adil d
2022-06-28 03:06:07+00:00,sukidanik,tweet nya gue hapus karena udah gak kondusif sampe ada yg bilang gue tolol wkwk panggil gue pengecut tapi sekali la  ,pengecut,tweet nya aku hapus karena udah tidak kondusif sampe ada yang bilang aku tolol wkwk panggil aku pengecut tapi sekali la,"['tweet', 'nya', 'aku', 'hapus', 'karena', 'udah', 'tidak', 'kondusif', 'sampe', 'ada', 'yang', 'bilang', 'aku', 'tolol', 'wkwk', 'panggil', 'aku', 'pengecut', 'tapi', 'sekali', 'la']","['tweet', 'nya', 'hapus', 'udah', 'kondusif', 'sampe', 'bilang', 'tolol', 'panggil', 'pengecut', 'la']",tweet nya hapus udah kondusif sampe bilang tolol panggil kecut la
2022-06-28 03:03:44+00:00,SaintIsSun1, pelaku uda kabur say  biasaa  playing victim     tipe pengecut  pas minger berdatangan malah kabur  ,pengecut,pelaku udah kabur say biasaa playing victim tipe pengecut ketika minger berdatangan malah kabur,"['pelaku', 'udah', 'kabur', 'say', 'biasaa', 'playing', 'victim', 'tipe', 'pengecut', 'ketika', 'minger', 'berdatangan', 'malah', 'kabur']","['pelaku', 'udah', 'kabur', 'say', 'biasaa', 'playing', 'victim', 'tipe', 'pengecut', 'minger', 'kabur']",laku udah kabur say biasaa playing victim tipe kecut minger kabur
2022-06-28 03:02:02+00:00,fuadnoer12,  pemimpin pengecut,pengecut,pemimpin pengecut,"['pemimpin', 'pengecut']","['pemimpin', 'pengecut']",pimpin kecut
2022-06-28 03:00:32+00:00,CallMEdoel, namanya doang koh brillian    orangnya ga smart apalagi brilliant   wkwkwkwkwk  pengecut taek ,pengecut,namanya doang koh brillian orangnya tidak smart apalagi brilliant wkwkwkwkwk pengecut taek,"['namanya', 'doang', 'koh', 'brillian', 'orangnya', 'tidak', 'smart', 'apalagi', 'brilliant', 'wkwkwkwkwk', 'pengecut', 'taek']","['namanya', 'doang', 'koh', 'brillian', 'orangnya', 'smart', 'brilliant', 'wkwkwkwkwk', 'pengecut', 'taek']",nama doang koh brillian orang smart brilliant wkwkwkwkwk kecut taek
2022-06-28 03:00:01+00:00,RuhamaDiaz,cinta mengubah kekasaran menjadi kelembutan  mengubah pengecut menjadi pemberani  mengubah penderitaan menjadi keba  ,pengecut,cinta mengubah kekasaran menjadi kelembutan mengubah pengecut menjadi pemberani mengubah penderitaan menjadi keba,"['cinta', 'mengubah', 'kekasaran', 'menjadi', 'kelembutan', 'mengubah', 'pengecut', 'menjadi', 'pemberani', 'mengubah', 'penderitaan', 'menjadi', 'keba']","['cinta', 'mengubah', 'kekasaran', 'kelembutan', 'mengubah', 'pengecut', 'pemberani', 'mengubah', 'penderitaan', 'keba']",cinta ubah kasar lembut ubah kecut berani ubah derita keba
2022-06-28 03:00:00+00:00,DimasAnugrahe,cinta mengubah kekasaran menjadi kelembutan  mengubah pengecut menjadi pemberani  mengubah penderitaan menjadi keba  ,pengecut,cinta mengubah kekasaran menjadi kelembutan mengubah pengecut menjadi pemberani mengubah penderitaan menjadi keba,"['cinta', 'mengubah', 'kekasaran', 'menjadi', 'kelembutan', 'mengubah', 'pengecut', 'menjadi', 'pemberani', 'mengubah', 'penderitaan', 'menjadi', 'keba']","['cinta', 'mengubah', 'kekasaran', 'kelembutan', 'mengubah', 'pengecut', 'pemberani', 'mengubah', 'penderitaan', 'keba']",cinta ubah kasar lembut ubah kecut berani ubah derita keba
2022-06-28 03:00:00+00:00,suryadinanaa,cinta mengubah kekasaran menjadi kelembutan  mengubah pengecut menjadi pemberani  mengubah penderitaan menjadi keba  ,pengecut,cinta mengubah kekasaran menjadi kelembutan mengubah pengecut menjadi pemberani mengubah penderitaan menjadi keba,"['cinta', 'mengubah', 'kekasaran', 'menjadi', 'kelembutan', 'mengubah', 'pengecut', 'menjadi', 'pemberani', 'mengubah', 'penderitaan', 'menjadi', 'keba']","['cinta', 'mengubah', 'kekasaran', 'kelembutan', 'mengubah', 'pengecut', 'pemberani', 'mengubah', 'penderitaan', 'keba']",cinta ubah kasar lembut ubah kecut berani ubah derita keba
2022-06-28 02:59:28+00:00,ekoperasetyo, kkb pengecut   berani sama yang ga punya senjata,pengecut,kkb pengecut berani sama yang tidak punya senjata,"['kkb', 'pengecut', 'berani', 'sama', 'yang', 'tidak', 'punya', 'senjata']","['kkb', 'pengecut', 'berani', 'senjata']",kkb kecut berani senjata
2022-06-28 02:59:23+00:00,ekoperasetyo, kkb pengecut   berani sama yang ga punya senjata,pengecut,kkb pengecut berani sama yang tidak punya senjata,"['kkb', 'pengecut', 'berani', 'sama', 'yang', 'tidak', 'punya', 'senjata']","['kkb', 'pengecut', 'berani', 'senjata']",kkb kecut berani senjata
2022-06-28 08:46:51+00:00,AshAvril,kalau kau rasa aku rate matkilau tinggi sebab aku penyokong tegar sy kau silap  akulah manusia yang paling skeptik  ,munafik,kalau kamu rasa aku rate matkilau tinggi sebab aku penyokong tegar aku kamu khilaf akulah manusia yang paling skeptik,"['kalau', 'kamu', 'rasa', 'aku', 'rate', 'matkilau', 'tinggi', 'sebab', 'aku', 'penyokong', 'tegar', 'aku', 'kamu', 'khilaf', 'akulah', 'manusia', 'yang', 'paling', 'skeptik']","['rate', 'matkilau', 'penyokong', 'tegar', 'khilaf', 'manusia', 'skeptik']",rate matkilau sokong tegar khilaf manusia skeptik
2022-06-28 08:43:27+00:00,CepCobra, ha  takut ya ama anis hitam dan putih itu jelas  yg bahaya itu yg abu    orang  munafik wk ,munafik,ha takut ya sama anis hitam dan putih itu jelas yang bahaya itu yang abu orang munafik wk,"['ha', 'takut', 'ya', 'sama', 'anis', 'hitam', 'dan', 'putih', 'itu', 'jelas', 'yang', 'bahaya', 'itu', 'yang', 'abu', 'orang', 'munafik', 'wk']","['takut', 'anis', 'hitam', 'putih', 'bahaya', 'abu', 'orang', 'munafik']",takut anis hitam putih bahaya abu orang munafik
2022-06-28 08:42:58+00:00,masbarno, halaah munafik loe ris,munafik,halaah munafik kamu ris,"['halaah', 'munafik', 'kamu', 'ris']","['munafik', 'ris']",munafik ris
2022-06-28 08:40:48+00:00,ras_elase, bercakap akhirat  kubur  padang mahsyar  syurga  neraka bagai  ini yang kau follow  malulah wei   ,munafik,bercakap akhirat kubur padang mahsyar syurga neraka bagai ini yang kamu follow malulah wei,"['bercakap', 'akhirat', 'kubur', 'padang', 'mahsyar', 'syurga', 'neraka', 'bagai', 'ini', 'yang', 'kamu', 'follow', 'malulah', 'wei']","['bercakap', 'akhirat', 'kubur', 'padang', 'mahsyar', 'syurga', 'neraka', 'follow', 'malulah', 'wei']",cakap akhirat kubur padang mahsyar syurga neraka follow malu wei
2022-06-28 08:40:32+00:00,AruziMunthe, slam ktp itu gus  atau islam yg munafik  kalo islam yg baik tk mgkin makan daging babi  hayoo ngomongin siapa kau ,munafik,slam ktp itu gus atau islam yang munafik kalo islam yang baik tk mgkin makan daging babi hayoo ngomongin siapa kamu,"['slam', 'ktp', 'itu', 'gus', 'atau', 'islam', 'yang', 'munafik', 'kalo', 'islam', 'yang', 'baik', 'tk', 'mgkin', 'makan', 'daging', 'babi', 'hayoo', 'ngomongin', 'siapa', 'kamu']","['slam', 'ktp', 'gus', 'islam', 'munafik', 'kalo', 'islam', 'tk', 'mgkin', 'makan', 'daging', 'babi', 'hayoo', 'ngomongin']",slam ktp gus islam munafik kalo islam tk mgkin makan daging babi hayoo ngomongin
2022-06-28 08:39:51+00:00,taecentil, munafik mrk mah,munafik,munafik mereka mah,"['munafik', 'mereka', 'mah']",['munafik'],munafik
2022-06-28 08:39:25+00:00,ibnurus86968784,  ini memg negeri nya para manusia munafik dan otak koruptor,munafik,ini memang negeri nya para manusia munafik dan otak koruptor,"['ini', 'memang', 'negeri', 'nya', 'para', 'manusia', 'munafik', 'dan', 'otak', 'koruptor']","['negeri', 'nya', 'manusia', 'munafik', 'otak', 'koruptor']",negeri nya manusia munafik otak koruptor
2022-06-28 08:37:35+00:00,syaiful_4796,lebih baik di benci dari pada munafik hanya untuk di sukai orang ,munafik,lebih baik di benci dari pada munafik hanya untuk di sukai orang,"['lebih', 'baik', 'di', 'benci', 'dari', 'pada', 'munafik', 'hanya', 'untuk', 'di', 'sukai', 'orang']","['benci', 'munafik', 'sukai', 'orang']",benci munafik suka orang
2022-06-28 08:37:16+00:00,KingOfLipServis, elo sujud ma tuhan lo sedangkan    jam dan    menit lo sembah sujud dan memuji penipu macam   ,munafik,kamu sujud ma tuhan kamu sedangkan jam dan menit kamu sembah sujud dan memuji penipu macam,"['kamu', 'sujud', 'ma', 'tuhan', 'kamu', 'sedangkan', 'jam', 'dan', 'menit', 'kamu', 'sembah', 'sujud', 'dan', 'memuji', 'penipu', 'macam']","['sujud', 'ma', 'tuhan', 'jam', 'menit', 'sembah', 'sujud', 'memuji', 'penipu']",sujud ma tuhan jam menit sembah sujud puji tipu
2022-06-28 08:35:35+00:00,purnamaku4,aku ga munafik kalo aku doyan  tapi hey ada waktunya dan ada tempatnya  ga mungkin baru kenal trus aku langsung men  ,munafik,aku tidak munafik kalo aku doyan tapi hey ada waktunya dan ada tempatnya tidak mungkin baru kenal terus aku langsung men,"['aku', 'tidak', 'munafik', 'kalo', 'aku', 'doyan', 'tapi', 'hey', 'ada', 'waktunya', 'dan', 'ada', 'tempatnya', 'tidak', 'mungkin', 'baru', 'kenal', 'terus', 'aku', 'langsung', 'men']","['munafik', 'kalo', 'doyan', 'hey', 'tempatnya', 'kenal', 'langsung', 'men']",munafik kalo doyan hey tempat kenal langsung men
2022-06-28 08:32:40+00:00,Sigmahalim,  bagi gerombolan anti islam  tindakan itu pas  ,munafik,bagi gerombolan anti islam tindakan itu ketika,"['bagi', 'gerombolan', 'anti', 'islam', 'tindakan', 'itu', 'ketika']","['gerombolan', 'anti', 'islam', 'tindakan']",gerombol anti islam tindak
2022-06-28 08:31:06+00:00,Syedzaf76488714, ansare sb aap ek  munafik janet ke adme han aur munafikat ke inteha per han  state bank imf ke contro  ,munafik,ansare sb aap ek munafik janet ke adme han aur munafikat ke inteha per han state bank imf ke contro,"['ansare', 'sb', 'aap', 'ek', 'munafik', 'janet', 'ke', 'adme', 'han', 'aur', 'munafikat', 'ke', 'inteha', 'per', 'han', 'state', 'bank', 'imf', 'ke', 'contro']","['ansare', 'sb', 'aap', 'ek', 'munafik', 'janet', 'adme', 'han', 'aur', 'munafikat', 'inteha', 'han', 'state', 'bank', 'imf', 'contro']",ansare sb aap ek munafik janet adme han aur munafikat inteha han state bank imf contro
2022-06-28 08:28:38+00:00,IkhsanSumitro, itulah yg namanya munafik,munafik,itulah yang namanya munafik,"['itulah', 'yang', 'namanya', 'munafik']","['namanya', 'munafik']",nama munafik
2022-06-28 08:27:43+00:00,Rockgar12, giliran terpuruk langsung bohong lagi  dasar munafik ,munafik,giliran terpuruk langsung bohong lagi dasar munafik,"['giliran', 'terpuruk', 'langsung', 'bohong', 'lagi', 'dasar', 'munafik']","['giliran', 'terpuruk', 'langsung', 'bohong', 'dasar', 'munafik']",gilir puruk langsung bohong dasar munafik
2022-06-28 08:26:24+00:00,sultanoftasik, antara munafik pasal wayang  dia ni lah,munafik,antara munafik pasal wayang dia ni lah,"['antara', 'munafik', 'pasal', 'wayang', 'dia', 'ni', 'lah']","['munafik', 'pasal', 'wayang', 'ni']",munafik pasal wayang ni
2022-06-28 08:25:33+00:00,_4iiiii_naaaaaa, partaiknya paling keras bencinya setengah mati sama parpol yg maling  kasus sapi    kalau benci jangan k  ,munafik,partaiknya paling keras bencinya setengah mati sama parpol yang maling kasus sapi kalau benci jangan k,"['partaiknya', 'paling', 'keras', 'bencinya', 'setengah', 'mati', 'sama', 'parpol', 'yang', 'maling', 'kasus', 'sapi', 'kalau', 'benci', 'jangan', 'k']","['partaiknya', 'keras', 'bencinya', 'mati', 'parpol', 'maling', 'sapi', 'benci', 'k']",partaiknya keras benci mati parpol maling sapi benci k
2022-06-28 08:22:52+00:00,takalokka,jangan sampai tampilan sudah baik tapi hati masih munafik karena allah melihat ikhlasnya hati  bukan sucinya penampilan fisik ,munafik,jangan sampai tampilan sudah baik tapi hati masih munafik karena allah melihat ikhlasnya hati bukan sucinya penampilan fisik,"['jangan', 'sampai', 'tampilan', 'sudah', 'baik', 'tapi', 'hati', 'masih', 'munafik', 'karena', 'allah', 'melihat', 'ikhlasnya', 'hati', 'bukan', 'sucinya', 'penampilan', 'fisik']","['tampilan', 'hati', 'munafik', 'allah', 'ikhlasnya', 'hati', 'sucinya', 'penampilan', 'fisik']",tampil hati munafik allah ikhlas hati suci tampil fisik
2022-06-28 08:21:24+00:00,planetwarok,  ane jg gak ada kepentingan apa  atas tahta pak anis   ane gak minum miras   ane termasuk yg be  ,munafik,saya juga tidak ada kepentingan apa atas tahta pak anis saya tidak minum miras saya termasuk yang be,"['saya', 'juga', 'tidak', 'ada', 'kepentingan', 'apa', 'atas', 'tahta', 'pak', 'anis', 'saya', 'tidak', 'minum', 'miras', 'saya', 'termasuk', 'yang', 'be']","['kepentingan', 'tahta', 'anis', 'minum', 'miras', 'be']",penting tahta anis minum miras be
2022-06-28 08:20:35+00:00,uniemara,  eeehh  gue sengaja beli   hp buatan kapir loh  tujuannye u  ,munafik,eeehh aku sengaja beli hp buatan kapir loh tujuannye kamu,"['eeehh', 'aku', 'sengaja', 'beli', 'hp', 'buatan', 'kapir', 'loh', 'tujuannye', 'kamu']","['eeehh', 'sengaja', 'beli', 'hp', 'buatan', 'kapir', 'tujuannye']",eeehh sengaja beli hp buat kapir tujuannye
2022-06-28 08:15:59+00:00,keyELFkey, bot  lo kalo mau ambil aja   gausah munafik deh jgn pura  gamau gue juga tau lo itu mau tapi lo malu udah ambil ajah gausah munafik deh  ,munafik,bot kamu kalo mau ambil aja gausah munafik deh jangan pura gamau aku juga tau kamu itu mau tapi kamu malu udah ambil ajah gausah munafik deh,"['bot', 'kamu', 'kalo', 'mau', 'ambil', 'aja', 'gausah', 'munafik', 'deh', 'jangan', 'pura', 'gamau', 'aku', 'juga', 'tau', 'kamu', 'itu', 'mau', 'tapi', 'kamu', 'malu', 'udah', 'ambil', 'ajah', 'gausah', 'munafik', 'deh']","['kalo', 'ambil', 'aja', 'gausah', 'munafik', 'pura', 'gamau', 'tau', 'malu', 'udah', 'ambil', 'ajah', 'gausah', 'munafik']",kalo ambil aja gausah munafik pura gamau tau malu udah ambil ajah gausah munafik
2022-06-28 08:15:46+00:00,snow_fog, eaa    terpelatuk sekali ya  pdhl dia suka jg ama tu karakter kan yaa  ah jgn lah munafik  ,munafik,eaa terpelatuk sekali ya padahal dia suka juga sama itu karakter kan yaa ah jangan lah munafik,"['eaa', 'terpelatuk', 'sekali', 'ya', 'padahal', 'dia', 'suka', 'juga', 'sama', 'itu', 'karakter', 'kan', 'yaa', 'ah', 'jangan', 'lah', 'munafik']","['eaa', 'terpelatuk', 'suka', 'karakter', 'yaa', 'munafik']",eaa pelatuk suka karakter yaa munafik
2022-06-28 08:12:56+00:00,kadrunmampos,munafik nya kaum kadrun  kuatir pad merosot  dikasih jalan keluar    lha buat apa ditutup jg ,munafik,munafik nya kaum kadrun kuatir pad merosot dikasih jalan keluar lha buat apa ditutup juga,"['munafik', 'nya', 'kaum', 'kadrun', 'kuatir', 'pad', 'merosot', 'dikasih', 'jalan', 'keluar', 'lha', 'buat', 'apa', 'ditutup', 'juga']","['munafik', 'nya', 'kaum', 'kadrun', 'kuatir', 'pad', 'merosot', 'dikasih', 'jalan', 'lha', 'ditutup']",munafik nya kaum kadrun kuatir pad merosot kasih jalan lha tutup
2022-06-28 08:10:15+00:00,FaizKha64744399, munafik ho tum,munafik,munafik ho tum,"['munafik', 'ho', 'tum']","['munafik', 'ho', 'tum']",munafik ho tum
2022-06-28 08:10:06+00:00,ibnurus86968784,  emg udh takdir negeri ini di pimpin manusia   munafik yg sok suci layk nya nabi tpi bejat dan munafik ,munafik,emang udah takdir negeri ini di pimpin manusia munafik yang sok suci layk nya nabi tapi bejat dan munafik,"['emang', 'udah', 'takdir', 'negeri', 'ini', 'di', 'pimpin', 'manusia', 'munafik', 'yang', 'sok', 'suci', 'layk', 'nya', 'nabi', 'tapi', 'bejat', 'dan', 'munafik']","['emang', 'udah', 'takdir', 'negeri', 'pimpin', 'manusia', 'munafik', 'sok', 'suci', 'layk', 'nya', 'nabi', 'bejat', 'munafik']",emang udah takdir negeri pimpin manusia munafik sok suci layk nya nabi bejat munafik
2022-06-28 08:10:00+00:00,kacaaauuu,munafik bangett klo kesayangan mas ini gak nangis pas d tinggal,munafik,munafik bangett kalau kesayangan mas ini tidak nangis ketika d tinggal,"['munafik', 'bangett', 'kalau', 'kesayangan', 'mas', 'ini', 'tidak', 'nangis', 'ketika', 'd', 'tinggal']","['munafik', 'bangett', 'kesayangan', 'mas', 'nangis', 'd', 'tinggal']",munafik bangett sayang mas nang d tinggal
2022-06-28 08:09:03+00:00,irfiantys,w munafik klau g sedih dgn keadaan sekarang ini ,munafik,aku munafik klau tidak sedih dengan keadaan sekarang ini,"['aku', 'munafik', 'klau', 'tidak', 'sedih', 'dengan', 'keadaan', 'sekarang', 'ini']","['munafik', 'klau', 'sedih']",munafik klau sedih
2022-06-28 08:03:41+00:00,AnJelljimin, orang  munafik beb biasa bikin muak,munafik,orang munafik beb biasa bikin muak,"['orang', 'munafik', 'beb', 'biasa', 'bikin', 'muak']","['orang', 'munafik', 'beb', 'bikin', 'muak']",orang munafik beb bikin muak
2022-06-28 08:02:06+00:00,Kodokkurus,ada   tipe manusia yang tidak layak hidup munafik dan pembohong ,munafik,ada tipe manusia yang tidak layak hidup munafik dan pembohong,"['ada', 'tipe', 'manusia', 'yang', 'tidak', 'layak', 'hidup', 'munafik', 'dan', 'pembohong']","['tipe', 'manusia', 'layak', 'hidup', 'munafik', 'pembohong']",tipe manusia layak hidup munafik bohong
2022-06-28 08:01:09+00:00,chirping_magpie, cobalah jujur pada diri sendiri    adakah laki laki normal yang tidak suka melihat paha mulus   rasah  ,munafik,cobalah jujur pada diri sendiri adakah laki laki normal yang tidak suka melihat paha mulus rasah,"['cobalah', 'jujur', 'pada', 'diri', 'sendiri', 'adakah', 'laki', 'laki', 'normal', 'yang', 'tidak', 'suka', 'melihat', 'paha', 'mulus', 'rasah']","['cobalah', 'jujur', 'adakah', 'laki', 'laki', 'normal', 'suka', 'paha', 'mulus', 'rasah']",coba jujur ada laki laki normal suka paha mulus rasah
2022-06-28 08:00:02+00:00,ustadzkhalid,   orang munafik       dapatkan update setiap harinya video  poster ilmu  jadwal  dan hal lainnya dengan bergabung da  ,munafik,orang munafik dapatkan update setiap harinya video poster ilmu jadwal dan hal lainnya dengan bergabung da,"['orang', 'munafik', 'dapatkan', 'update', 'setiap', 'harinya', 'video', 'poster', 'ilmu', 'jadwal', 'dan', 'hal', 'lainnya', 'dengan', 'bergabung', 'da']","['orang', 'munafik', 'dapatkan', 'update', 'harinya', 'video', 'poster', 'ilmu', 'jadwal', 'bergabung', 'da']",orang munafik dapat update hari video poster ilmu jadwal gabung da
2022-06-28 07:59:53+00:00,sabirah212, golongan munafik beracun level alam semesta,munafik,golongan munafik beracun level alam semesta,"['golongan', 'munafik', 'beracun', 'level', 'alam', 'semesta']","['golongan', 'munafik', 'beracun', 'level', 'alam', 'semesta']",golong munafik racun level alam semesta
2022-06-28 07:59:01+00:00,fadmnf,aku dengar filem mat kilau  ada unsur unsur kl gangster   munafik  betul ke ,munafik,aku dengar filem mat kilau ada unsur unsur kalau gangster munafik betul ke,"['aku', 'dengar', 'filem', 'mat', 'kilau', 'ada', 'unsur', 'unsur', 'kalau', 'gangster', 'munafik', 'betul', 'ke']","['dengar', 'filem', 'mat', 'kilau', 'unsur', 'unsur', 'gangster', 'munafik']",dengar filem mat kilau unsur unsur gangster munafik
2022-06-28 07:56:42+00:00,Ndheso_,  xixixixixixi         org munafik mah gampang ditebak pdhal dlm hp lo banyak bokep       ,munafik,xixixixixixi orang munafik mah gampang ditebak padahal dlm hp kamu banyak bokep,"['xixixixixixi', 'orang', 'munafik', 'mah', 'gampang', 'ditebak', 'padahal', 'dlm', 'hp', 'kamu', 'banyak', 'bokep']","['xixixixixixi', 'orang', 'munafik', 'gampang', 'ditebak', 'dlm', 'hp', 'bokep']",xixixixixixi orang munafik gampang tebak dlm hp bokep
2022-06-28 07:54:06+00:00,nocturnalicious,  contoh orang  munafik yang ga mau terima rea  ,munafik,contoh orang munafik yang tidak mau terima rea,"['contoh', 'orang', 'munafik', 'yang', 'tidak', 'mau', 'terima', 'rea']","['contoh', 'orang', 'munafik', 'terima', 'rea']",contoh orang munafik terima rea
2022-06-28 07:53:15+00:00,e_mtd119,  lebih baik dianggap pekok tapi jujur daripada munafik dan merasa diri paling bersi  ,munafik,lebih baik dianggap pekok tapi jujur daripada munafik dan merasa diri paling bersi,"['lebih', 'baik', 'dianggap', 'pekok', 'tapi', 'jujur', 'daripada', 'munafik', 'dan', 'merasa', 'diri', 'paling', 'bersi']","['dianggap', 'pekok', 'jujur', 'munafik', 'bersi']",anggap kok jujur munafik bersi
2022-06-28 07:52:54+00:00,FBH0rgcwzaQpwh4, tenggelamkan anies dn nasdem aman nkri yang menyebabkan perpecahan itu politisi  munafik,munafik,tenggelamkan anies dan nasdem aman nkri yang menyebabkan perpecahan itu politisi munafik,"['tenggelamkan', 'anies', 'dan', 'nasdem', 'aman', 'nkri', 'yang', 'menyebabkan', 'perpecahan', 'itu', 'politisi', 'munafik']","['tenggelamkan', 'anies', 'nasdem', 'aman', 'nkri', 'menyebabkan', 'perpecahan', 'politisi', 'munafik']",tenggelam anies nasdem aman nkri sebab pecah politis munafik
2022-06-28 07:48:38+00:00,Diwanda_deep,pegang dan simpan baik baik    penting buat menampar orang orang munafik saat gila jabatan diperebutkan ,munafik,pegang dan simpan baik baik penting buat menampar orang orang munafik saat gila jabatan diperebutkan,"['pegang', 'dan', 'simpan', 'baik', 'baik', 'penting', 'buat', 'menampar', 'orang', 'orang', 'munafik', 'saat', 'gila', 'jabatan', 'diperebutkan']","['pegang', 'simpan', 'menampar', 'orang', 'orang', 'munafik', 'gila', 'jabatan', 'diperebutkan']",pegang simpan tampar orang orang munafik gila jabat rebut
2022-06-28 07:47:28+00:00,sambat_tok_isie,karena ketika kita kerja  yang dipikirkan orang lain  ga munafik  pasti mikir ttg uang uang uang  bodo amat dg oran  ,munafik,karena ketika kita kerja yang dipikirkan orang lain tidak munafik pasti mikir tentang uang uang uang bodo amat dg oran,"['karena', 'ketika', 'kita', 'kerja', 'yang', 'dipikirkan', 'orang', 'lain', 'tidak', 'munafik', 'pasti', 'mikir', 'tentang', 'uang', 'uang', 'uang', 'bodo', 'amat', 'dg', 'oran']","['kerja', 'dipikirkan', 'orang', 'munafik', 'mikir', 'uang', 'uang', 'uang', 'bodo', 'dg', 'oran']",kerja pikir orang munafik mikir uang uang uang bodo dg oran
2022-06-28 07:46:48+00:00,pjmyoojin,perkara dance gitu doang allahuu gausa munafik lu klo tae buka baju kyk kemaren aja pada demen jing  mnding fokus  ,munafik,perkara dance gitu doang allahuu gausa munafik kamu kalau tae buka baju seperti kemaren aja pada demen anjing mnding fokus,"['perkara', 'dance', 'gitu', 'doang', 'allahuu', 'gausa', 'munafik', 'kamu', 'kalau', 'tae', 'buka', 'baju', 'seperti', 'kemaren', 'aja', 'pada', 'demen', 'anjing', 'mnding', 'fokus']","['perkara', 'dance', 'gitu', 'doang', 'allahuu', 'gausa', 'munafik', 'tae', 'buka', 'baju', 'kemaren', 'aja', 'demen', 'anjing', 'mnding', 'fokus']",perkara dance gitu doang allahuu gausa munafik tae buka baju kemaren aja demen anjing mnding fokus
